"Date","WPSID69111"
1958-07-01,29.9
1958-08-01,30
1958-09-01,30.1
1958-10-01,30.2
1958-11-01,30.2
1958-12-01,30.2
1959-01-01,30.2
1959-02-01,30.3
1959-03-01,30.4
1959-04-01,30.5
1959-05-01,30.6
1959-06-01,30.6
1959-07-01,30.6
1959-08-01,30.6
1959-09-01,30.6
1959-10-01,30.6
1959-11-01,30.6
1959-12-01,30.7
1960-01-01,30.7
1960-02-01,30.8
1960-03-01,30.8
1960-04-01,30.8
1960-05-01,30.8
1960-06-01,30.7
1960-07-01,30.7
1960-08-01,30.6
1960-09-01,30.6
1960-10-01,30.6
1960-11-01,30.5
1960-12-01,30.5
1961-01-01,30.4
1961-02-01,30.4
1961-03-01,30.4
1961-04-01,30.4
1961-05-01,30.2
1961-06-01,30.2
1961-07-01,30.2
1961-08-01,30.1
1961-09-01,30.2
1961-10-01,30.2
1961-11-01,30.2
1961-12-01,30.2
1962-01-01,30.2
1962-02-01,30.2
1962-03-01,30.2
1962-04-01,30.3
1962-05-01,30.3
1962-06-01,30.3
1962-07-01,30.2
1962-08-01,30.2
1962-09-01,30.2
1962-10-01,30.1
1962-11-01,30.1
1962-12-01,30.1
1963-01-01,30.1
1963-02-01,30
1963-03-01,30
1963-04-01,30
1963-05-01,30.1
1963-06-01,30.1
1963-07-01,30.1
1963-08-01,30.1
1963-09-01,30.1
1963-10-01,30.2
1963-11-01,30.2
1963-12-01,30.3
1964-01-01,30.3
1964-02-01,30.3
1964-03-01,30.3
1964-04-01,30.2
1964-05-01,30.3
1964-06-01,30.2
1964-07-01,30.2
1964-08-01,30.2
1964-09-01,30.2
1964-10-01,30.3
1964-11-01,30.4
1964-12-01,30.4
1965-01-01,30.5
1965-02-01,30.5
1965-03-01,30.5
1965-04-01,30.5
1965-05-01,30.7
1965-06-01,30.7
1965-07-01,30.7
1965-08-01,30.7
1965-09-01,30.8
1965-10-01,30.8
1965-11-01,30.9
1965-12-01,30.9
1966-01-01,31
1966-02-01,31
1966-03-01,31
1966-04-01,31.2
1966-05-01,31.3
1966-06-01,31.4
1966-07-01,31.4
1966-08-01,31.5
1966-09-01,31.5
1966-10-01,31.5
1966-11-01,31.6
1966-12-01,31.5
1967-01-01,31.6
1967-02-01,31.5
1967-03-01,31.5
1967-04-01,31.5
1967-05-01,31.5
1967-06-01,31.6
1967-07-01,31.6
1967-08-01,31.7
1967-09-01,31.7
1967-10-01,31.8
1967-11-01,32
1967-12-01,32.1
1968-01-01,32.1
1968-02-01,32.3
1968-03-01,32.3
1968-04-01,32.3
1968-05-01,32.3
1968-06-01,32.4
1968-07-01,32.5
1968-08-01,32.5
1968-09-01,32.6
1968-10-01,32.7
1968-11-01,32.8
1968-12-01,33
1969-01-01,33.1
1969-02-01,33.3
1969-03-01,33.5
1969-04-01,33.4
1969-05-01,33.5
1969-06-01,33.5
1969-07-01,33.5
1969-08-01,33.6
1969-09-01,33.8
1969-10-01,33.9
1969-11-01,34.1
1969-12-01,34.2
1970-01-01,34.4
1970-02-01,34.4
1970-03-01,34.4
1970-04-01,34.5
1970-05-01,34.7
1970-06-01,34.8
1970-07-01,34.9
1970-08-01,34.9
1970-09-01,35
1970-10-01,35.2
1970-11-01,35.2
1970-12-01,35.3
1971-01-01,35.4
1971-02-01,35.5
1971-03-01,35.7
1971-04-01,35.8
1971-05-01,35.9
1971-06-01,36.1
1971-07-01,36.4
1971-08-01,36.7
1971-09-01,36.7
1971-10-01,36.7
1971-11-01,36.7
1971-12-01,37
1972-01-01,37.1
1972-02-01,37.3
1972-03-01,37.3
1972-04-01,37.3
1972-05-01,37.4
1972-06-01,37.5
1972-07-01,37.6
1972-08-01,37.7
1972-09-01,37.9
1972-10-01,38.1
1972-11-01,38.3
1972-12-01,38.4
1973-01-01,38.6
1973-02-01,39
1973-03-01,39.6
1973-04-01,39.9
1973-05-01,40.3
1973-06-01,40.6
1973-07-01,40.5
1973-08-01,40.8
1973-09-01,41.1
1973-10-01,41.5
1973-11-01,42.1
1973-12-01,43
1974-01-01,44
1974-02-01,44.8
1974-03-01,46.2
1974-04-01,47.6
1974-05-01,49.2
1974-06-01,50.3
1974-07-01,51.9
1974-08-01,53.5
1974-09-01,53.9
1974-10-01,54.6
1974-11-01,55.1
1974-12-01,55.3
1975-01-01,55.9
1975-02-01,56
1975-03-01,56
1975-04-01,56
1975-05-01,56
1975-06-01,56.1
1975-07-01,56.2
1975-08-01,56.5
1975-09-01,56.8
1975-10-01,57.5
1975-11-01,57.9
1975-12-01,58.3
1976-01-01,58.5
1976-02-01,58.7
1976-03-01,58.9
1976-04-01,59.1
1976-05-01,59.3
1976-06-01,59.7
1976-07-01,60
1976-08-01,60.4
1976-09-01,60.9
1976-10-01,61.1
1976-11-01,61.5
1976-12-01,61.9
1977-01-01,62.1
1977-02-01,62.3
1977-03-01,62.9
1977-04-01,63.2
1977-05-01,63.6
1977-06-01,63.9
1977-07-01,64.4
1977-08-01,64.8
1977-09-01,65.2
1977-10-01,65.4
1977-11-01,65.6
1977-12-01,65.9
1978-01-01,66.2
1978-02-01,66.6
1978-03-01,66.9
1978-04-01,67.2
1978-05-01,67.8
1978-06-01,68.3
1978-07-01,68.6
1978-08-01,69.1
1978-09-01,69.6
1978-10-01,70.3
1978-11-01,71
1978-12-01,71.4
1979-01-01,72.1
1979-02-01,72.7
1979-03-01,73.5
1979-04-01,74.7
1979-05-01,75.7
1979-06-01,76.5
1979-07-01,77.7
1979-08-01,78.9
1979-09-01,80.2
1979-10-01,81.7
1979-11-01,82.4
1979-12-01,83.2
1980-01-01,85.4
1980-02-01,86.9
1980-03-01,87.6
1980-04-01,88.1
1980-05-01,88.4
1980-06-01,89.1
1980-07-01,89.8
1980-08-01,90.4
1980-09-01,90.8
1980-10-01,91.4
1980-11-01,92.1
1980-12-01,93.4
1981-01-01,94.6
1981-02-01,95.3
1981-03-01,96.5
1981-04-01,97.8
1981-05-01,98.3
1981-06-01,98.6
1981-07-01,98.9
1981-08-01,99.5
1981-09-01,99.7
1981-10-01,99.8
1981-11-01,100
1981-12-01,100.1
1982-01-01,100.5
1982-02-01,100.3
1982-03-01,100
1982-04-01,99.6
1982-05-01,99.6
1982-06-01,99.7
1982-07-01,100
1982-08-01,99.9
1982-09-01,100
1982-10-01,100
1982-11-01,100.2
1982-12-01,100.2
1983-01-01,99.9
1983-02-01,100
1983-03-01,99.7
1983-04-01,99.4
1983-05-01,99.7
1983-06-01,100.2
1983-07-01,100.5
1983-08-01,100.7
1983-09-01,101.1
1983-10-01,101.4
1983-11-01,101.5
1983-12-01,101.6
1984-01-01,101.8
1984-02-01,102.2
1984-03-01,102.8
1984-04-01,103
1984-05-01,103.2
1984-06-01,103.4
1984-07-01,103.3
1984-08-01,103.2
1984-09-01,103.1
1984-10-01,103.2
1984-11-01,103.4
1984-12-01,103.3
1985-01-01,103.3
1985-02-01,102.9
1985-03-01,102.8
1985-04-01,103.1
1985-05-01,103.5
1985-06-01,103
1985-07-01,102.7
1985-08-01,102.7
1985-09-01,102.6
1985-10-01,102.7
1985-11-01,102.8
1985-12-01,103.2
1986-01-01,102.7
1986-02-01,101.5
1986-03-01,100.1
1986-04-01,99.1
1986-05-01,98.9
1986-06-01,98.8
1986-07-01,98.1
1986-08-01,98
1986-09-01,98.6
1986-10-01,98.4
1986-11-01,98.5
1986-12-01,98.6
1987-01-01,99.2
1987-02-01,99.9
1987-03-01,100.1
1987-04-01,100.4
1987-05-01,100.9
1987-06-01,101.5
1987-07-01,102
1987-08-01,102.6
1987-09-01,102.7
1987-10-01,103.2
1987-11-01,103.6
1987-12-01,103.9
1988-01-01,104.2
1988-02-01,104.5
1988-03-01,104.9
1988-04-01,105.6
1988-05-01,106.3
1988-06-01,107.2
1988-07-01,107.9
1988-08-01,108.2
1988-09-01,108.4
1988-10-01,108.2
1988-11-01,108.5
1988-12-01,109.2
1989-01-01,110.5
1989-02-01,111
1989-03-01,111.6
1989-04-01,112.4
1989-05-01,112.6
1989-06-01,112.5
1989-07-01,112.2
1989-08-01,111.8
1989-09-01,112.1
1989-10-01,112.2
1989-11-01,111.9
1989-12-01,112.1
1990-01-01,113.7
1990-02-01,112.9
1990-03-01,112.9
1990-04-01,113.1
1990-05-01,113
1990-06-01,112.8
1990-07-01,112.7
1990-08-01,114.1
1990-09-01,115.9
1990-10-01,117.7
1990-11-01,118
1990-12-01,117.2
1991-01-01,117.2
1991-02-01,116.2
1991-03-01,114.8
1991-04-01,114.4
1991-05-01,114.3
1991-06-01,114.1
1991-07-01,113.8
1991-08-01,113.9
1991-09-01,114.2
1991-10-01,114.1
1991-11-01,114.2
1991-12-01,114.2
1992-01-01,113.5
1992-02-01,114
1992-03-01,114
1992-04-01,114.3
1992-05-01,114.6
1992-06-01,115.3
1992-07-01,115.4
1992-08-01,115.4
1992-09-01,115.6
1992-10-01,115.6
1992-11-01,115.4
1992-12-01,115.4
1993-01-01,115.7
1993-02-01,116.2
1993-03-01,116.7
1993-04-01,116.9
1993-05-01,116.6
1993-06-01,116.6
1993-07-01,116.4
1993-08-01,116.3
1993-09-01,116.5
1993-10-01,116.6
1993-11-01,116.6
1993-12-01,116.2
1994-01-01,116.5
1994-02-01,116.9
1994-03-01,117.1
1994-04-01,117.1
1994-05-01,117.3
1994-06-01,117.9
1994-07-01,118.6
1994-08-01,119.4
1994-09-01,120
1994-10-01,120.5
1994-11-01,121.5
1994-12-01,122
1995-01-01,123.3
1995-02-01,124.3
1995-03-01,124.9
1995-04-01,125.6
1995-05-01,126
1995-06-01,126.2
1995-07-01,126.2
1995-08-01,126.2
1995-09-01,126
1995-10-01,125.8
1995-11-01,125.4
1995-12-01,125.5
1996-01-01,125.7
1996-02-01,125.1
1996-03-01,125.4
1996-04-01,125.7
1996-05-01,126
1996-06-01,125.5
1996-07-01,125.2
1996-08-01,125.3
1996-09-01,125.7
1996-10-01,125.7
1996-11-01,125.8
1996-12-01,126.4
1997-01-01,126.7
1997-02-01,126.5
1997-03-01,126
1997-04-01,125.5
1997-05-01,125.3
1997-06-01,125.4
1997-07-01,125.2
1997-08-01,125.4
1997-09-01,125.5
1997-10-01,125.6
1997-11-01,125.7
1997-12-01,125.5
1998-01-01,124.9
1998-02-01,124.6
1998-03-01,124.1
1998-04-01,124.1
1998-05-01,123.9
1998-06-01,123.6
1998-07-01,123.4
1998-08-01,123.1
1998-09-01,122.8
1998-10-01,122.7
1998-11-01,122.4
1998-12-01,121.7
1999-01-01,121.6
1999-02-01,121.2
1999-03-01,121.6
1999-04-01,122.6
1999-05-01,122.9
1999-06-01,123.3
1999-07-01,124.2
1999-08-01,124.9
1999-09-01,125.4
1999-10-01,125.6
1999-11-01,126.2
1999-12-01,126.7
2000-01-01,127.3
2000-02-01,128.4
2000-03-01,129.3
2000-04-01,129.2
2000-05-01,129
2000-06-01,130.2
2000-07-01,130.6
2000-08-01,130.4
2000-09-01,131.4
2000-10-01,131.7
2000-11-01,131.8
2000-12-01,132.2
2001-01-01,133
2001-02-01,132.8
2001-03-01,131.9
2001-04-01,131.9
2001-05-01,132
2001-06-01,131.8
2001-07-01,130.1
2001-08-01,129.7
2001-09-01,129.9
2001-10-01,128.2
2001-11-01,127.6
2001-12-01,126.8
2002-01-01,126.3
2002-02-01,126.2
2002-03-01,127
2002-04-01,127.9
2002-05-01,127.8
2002-06-01,128.1
2002-07-01,128.4
2002-08-01,128.7
2002-09-01,129.5
2002-10-01,130.4
2002-11-01,130.6
2002-12-01,130.6
2003-01-01,132
2003-02-01,134.5
2003-03-01,137.1
2003-04-01,133.8
2003-05-01,133
2003-06-01,133.6
2003-07-01,133.9
2003-08-01,134.4
2003-09-01,134.2
2003-10-01,134.5
2003-11-01,134.3
2003-12-01,135.2
2004-01-01,137
2004-02-01,138.2
2004-03-01,138.7
2004-04-01,140.2
2004-05-01,141.7
2004-06-01,142.3
2004-07-01,143.2
2004-08-01,144.9
2004-09-01,145.5
2004-10-01,147.4
2004-11-01,148.8
2004-12-01,148.6
2005-01-01,149.4
2005-02-01,150.5
2005-03-01,151.7
2005-04-01,152.3
2005-05-01,151.6
2005-06-01,152
2005-07-01,153.3
2005-08-01,154.2
2005-09-01,158.4
2005-10-01,163.7
2005-11-01,161.7
2005-12-01,161.5
2006-01-01,163.8
2006-02-01,163
2006-03-01,162.9
2006-04-01,164.5
2006-05-01,166
2006-06-01,166.8
2006-07-01,167.1
2006-08-01,168.2
2006-09-01,166.2
2006-10-01,164.4
2006-11-01,165
2006-12-01,165.9
2007-01-01,165.3
2007-02-01,166.3
2007-03-01,167.7
2007-04-01,169.3
2007-05-01,170.8
2007-06-01,171.4
2007-07-01,172.7
2007-08-01,171
2007-09-01,172.2
2007-10-01,173.4
2007-11-01,177.5
2007-12-01,177.5
2008-01-01,179.7
2008-02-01,181.1
2008-03-01,184.9
2008-04-01,186.8
2008-05-01,191.6
2008-06-01,195.9
2008-07-01,201.1
2008-08-01,198.4
2008-09-01,198.6
2008-10-01,190
2008-11-01,180
2008-12-01,172.6
2009-01-01,172.8
2009-02-01,171.3
2009-03-01,168.7
2009-04-01,168.7
2009-05-01,169.5
2009-06-01,171.8
2009-07-01,171.5
2009-08-01,174.5
2009-09-01,175
2009-10-01,175.8
2009-11-01,177.7
2009-12-01,178.5
2010-01-01,181.6
2010-02-01,181.2
2010-03-01,182.4
2010-04-01,183.9
2010-05-01,184.4
2010-06-01,183.3
2010-07-01,182.7
2010-08-01,183.7
2010-09-01,184.3
2010-10-01,186.7
2010-11-01,188.1
2010-12-01,190.5
2011-01-01,193.1
2011-02-01,195.7
2011-03-01,198.4
2011-04-01,201.1
2011-05-01,203
2011-06-01,203.2
2011-07-01,204.1
2011-08-01,202.3
2011-09-01,203.3
2011-10-01,201.5
2011-11-01,201.6
2011-12-01,200.9
2012-01-01,201
2012-02-01,201.8
2012-03-01,204.2
2012-04-01,203.1
2012-05-01,201
2012-06-01,198.7
2012-07-01,197.5
2012-08-01,199.3
2012-09-01,201.4
2012-10-01,201.7
2012-11-01,200.1
2012-12-01,200.3
2013-01-01,201.4
2013-02-01,203.6
2013-03-01,201.4
2013-04-01,200.5
2013-05-01,199.9
2013-06-01,199.9
2013-07-01,199.6
2013-08-01,200.5
2013-09-01,200.1
2013-10-01,200.3
2013-11-01,200.3
2013-12-01,201.1
2014-01-01,202.4
2014-02-01,203.1
2014-03-01,203.1
2014-04-01,203.1
2014-05-01,202.4
2014-06-01,202.1
2014-07-01,202.4
2014-08-01,202.6
2014-09-01,201.9
2014-10-01,199.9
2014-11-01,198.2
2014-12-01,194.5
2015-01-01,189.6
2015-02-01,189.2
2015-03-01,189.2
2015-04-01,187.9
2015-05-01,189.2
2015-06-01,189.7
2015-07-01,189.2
2015-08-01,187.8
2015-09-01,185.2
2015-10-01,184.4
2015-11-01,183.7
2015-12-01,181.8
2016-01-01,179.8
2016-02-01,178.2
2016-03-01,178.7
2016-04-01,179.6
2016-05-01,180.7
2016-06-01,182.1
2016-07-01,182.5
2016-08-01,182.6
2016-09-01,183.3
2016-10-01,184
2016-11-01,184.3
2016-12-01,185.3
2017-01-01,187.6
2017-02-01,189
2017-03-01,189
2017-04-01,190.3
2017-05-01,189.6
2017-06-01,189.5
2017-07-01,189.5
2017-08-01,190.5
2017-09-01,192.2
2017-10-01,193.3
2017-11-01,194.7
2017-12-01,195.5
2018-01-01,197.2
2018-02-01,198.8
2018-03-01,198.5
2018-04-01,199.7
2018-05-01,201.6
2018-06-01,202.7
2018-07-01,203.2
2018-08-01,204
2018-09-01,204.8
2018-10-01,206.1
2018-11-01,204.4
2018-12-01,201.7
2019-01-01,199.7
2019-02-01,200.1
2019-03-01,201.2
2019-04-01,201.8
2019-05-01,200.4
2019-06-01,197.8
2019-07-01,197.9
2019-08-01,197.1
2019-09-01,196.8
2019-10-01,197.2
2019-11-01,197.5
2019-12-01,197.7
2020-01-01,197.3
2020-02-01,195.5
2020-03-01,192.1
2020-04-01,184.9
2020-05-01,183.6
2020-06-01,186.8
2020-07-01,189.8
2020-08-01,192.3
2020-09-01,193.5
2020-10-01,195
2020-11-01,196.6
2020-12-01,200.6
2021-01-01,203.9
2021-02-01,209.3
2021-03-01,216.7
2021-04-01,220.9
2021-05-01,227
2021-06-01,230.8
2021-07-01,235.222
2021-08-01,237.707
2021-09-01,240.5
2021-10-01,246.78
2021-11-01,251.35
2021-12-01,251.487
2022-01-01,256.496
2022-02-01,259.828
2022-03-01,265.346
2022-04-01,270.385
2022-05-01,276.671
2022-06-01,282.377
2022-07-01,275.863
2022-08-01,272.185
2022-09-01,271.858
2022-10-01,271.199
2022-11-01,269.541
2022-12-01,262.335
2023-01-01,265.43
2023-02-01,264.856
2023-03-01,262.043
2023-04-01,260.823
2023-05-01,256.708
2023-06-01,255.595
2023-07-01,254.475
2023-08-01,260.207
2023-09-01,261.586
2023-10-01,258.686
2023-11-01,258.795
